cat1,cat2,name,raised,desc,ticker,start,end,www,,
Retail,,galaxy esolutions,12,"Galaxy eSolutions (GES) is a Global eCommerce marketplace for refurbished and pre-owned consumer electronics. Operating as an open source ecosystem and incorporating the hybrid P2P Blockchain platform onto one of the marketplaces for phone trade-in that has a direct C2B and B2B model. This blockchain will be used for recording details of the goods, the logistics and transactions. It will reduce inefficiencies caused in supply chain, and resolve any supplier credibility issues. The tokens will become utility tokens and will be able to be used on the blockchain platform as discounted listing fee and transactions.",GES,28th Feb 2018,31st Mar 2018,https://galaxy-esolutions.com,Hong Kong,
Infrastructure,,gre,3.8585,"Global Risk Exchange (or GRE"") is a blockchain based  decentralized global risk exchange market  with the purpose of helping individuals  companies and organizations to hedge  trasfer and trade their risks. GRE completely reconstructed traditional risk management tools(insurance and derivative contracts) in a decentralized way  and will become the underlying operation system to support insurance and derivative industry in the era of blockchain.""",RISK,18th May 2018,24th May 2018,https://www.gref.io,Hong Kong,Hong Kong
Cryptocurrency,,kryptonium,,"Kryptonium is a cryptocurrency based on Cryptonote, which enables enhanced levels of privacy with features such as Ring CTs, i2p, Ghost and will facilitate the introduction of private smart contracts.",KRYP,13th May 2018,30th Jun 2018,https://kryptonium.io,Hong Kong,
Health,,md tokens,,"Our mission is to make healthcare really simple. That includes everything from seeing a doctor and getting medication, to keeping your employer in the loop and making insurance claims. In 2012, we started a digital platform that integrates all aspects of healthcare into one easy-to-use solution. It connects patients to doctors, pharmacies, insurers and laboratories.",MDTK,10th Mar 2018,10th Apr 2018,https://www.mdtokens.com,Hong Kong,
Artificial Intelligence,,qompass,2,"Harnessing the Power of AI, Neural Networks and Active Leverage to power Crypto Trading.",QPS,5th Apr 2018,30th May 2018,https://qompass.io,Hong Kong,
Platform,,transmission,0.55,"Transmission allows multi-currency transfers between network users. For example, if you need to send an ETH from US to China and the recipient must receive it in CNY, with cost not exceeding more than 1%, than Transmission is the right place for you. Compare two others transfer services our commissions for all transaction is 7 times lower.",TMN,30th Aug 2017,19th Sep 2017,http://tmission.io,Hong Kong,
Infrastructure,,astrcoin,,"Asteroid, Ltd. is building a decentralized database whereby private individuals, corporations and nation states can register claims on mining rights to over 600,000 identified asteroids in our near celestial orbit using a smart contract and proprietary BlockClaim® mechanisms. The system will be modelled after ICANN, a system familiar to us all, whereby individuals who desire to “claim” a website address apply for a specific website and register their domain.",ASTR,6th Nov 2017,20th Jan 2018,https://www.astrcoin.io,Hong Kong,
Platform,,bryllite,1,Give gamers ownership of game assets. Distributed database beyond the boundaries of the game. Provide fast and safe trading of game assets without transaction fees.,BRC,16th Jul 2018,30th Jul 2018,https://www.bryllite.com/en,Hong Kong,
Cryptocurrency,,chubex,,"Chubex Exchange is the new revolutionized digital asset trading platform and has now launched the CBX tokens, making it the first open decentralised digital asset exchange platforms in Asia that with a zero-knowledge protocol that ensures anonymity, privacy, and transparency of any transaction carried out in any cryptocurrency in our exchange in Ethereum smart contracr based blockchain technology. Chubex is eliminating many dissavantages of current centralised and decentralised platforms by developing multiple components needed for creating an end-to-end cryptocurrency ecosystem. Chubex exchange do not hold any of our users assets, and with chubex innovative method of trading cryptocurrencies directly from one individual to another, this new method eliminates any personal information and all escrow, vouchers, and middlemen services, most importantly hackers, the exchange biggest security issues. All investors have the freedom to the trade cryptocurrencies without having to disclose any personal information by registration, without a central party, without the use of a voucher or an escrow service, and without any intermediator coin. The project appears to impose no withdrawal limits and currently features almost one hundred blockchain coins for trading with the aim to scale into thousands. Chubex is designed to facilitate the development of the open digital asset platform with full details available on the website.",CBX Token,1st Jun 2018,31st Jul 2018,https://www.chubex.io,Hong Kong,
Platform,,coinfi,15,"CoinFi offers crowdsourced and professionally curated research, analysis, trading signals, trading algorithms, and market-moving news to give cryptocurrency traders the real-time market intelligence needed to gain an edge. It's been called the most powerful cryptotrading analysis tool and the first decentralized market intelligence platform.",COF,8th Feb 2018,18th Feb 2018,https://sale.coinfi.com,Hong Kong,
Platform,,dagnetsto,,"What is the profit of a DAGNet ICO investor? The yield on DNT tokens is formed of the commissions for transactions in DAGNet. If there are 100,000 active DAGNet platform users, the estimated annual yield on a DNT token will amount to 60%. You can get more detailed information in the unique commercial offer of DAGNet.",DNT Token,1st Nov 2018,25th Dec 2018,https://dagnet.one,Hong Kong,
Internet,,ethearnal,0.218482,"Ethearnal is peer-to-peer (P2P) freelance system, in which employers and freelancers meet, enter into trustless smart contracts with reputation and money in escrow, and take advantage of a decentralized system of moderators, if needed. We collide reputation and economic initiatives into one by tokenizing reputation and giving it value. Thus, all parties, moderators included, have strong and aligned initiatives to act honestly, since everyone has something of value at stake, as well as something to gain if the desired outcome is achieved.",ERT Token,28th Feb 2018,1st Apr 2018,https://ethearnal.com,Hong Kong,
Investment,,take profit,1.083204,"Take Profit is an expert platform in which experienced traders offer their recommendations (signals) for investing cryptocurrency, and users can buy and use these recommendations. TakeProfit provides professional traders with an opportunity to monetize their skills by directly selling them to their subscribers. Subscribers can earn income using the skills and recommendations of traders. To do this, subscribers get access to indicators of the performance of a specific trader — TakeProfit rating, average yield of signals, frequency of publications, risk level, etc. This allows you to make a rational choice within your market strategy. Such a tool is useful as for a professional, who needs fresh ideas, and for a beginner who does not understand the market trends and is afraid of being deceived. The free subscription form includes the ability to view the history of Trader’s closed publications posted with a delay and the number of published active signals. The paid form in addition to the possibilities of free subscription allows you to see active published signals of the Trader, follow them and make a profit.",XTP,14th Mar 2018,31st Mar 2018,https://takeprofit.io,Hong Kong,
Entertainment,,uunio,,"Creators invest their time and effort into creating a content. But most of them do not receive proper compensation for their work. Conventional blockchain-based compensation-driven social media platforms limit the number of days for which content creators are paid for their work. UUNIO disagrees with this method of compensation. Content compensation should not be limited by time or unfair conditions. Therefore, UUNIO decides to reward content creators fairly and create Uniful Chain! Uniful Chain is Contents Reward Platform which issues a fixed amount of tokens every day for contents creators, contents curators, interest pool and node maintenance for each dApp using our Rest A.P.I.. In addition, our mission is to remunerate the contents creators and users as owners of the community.",UUNIO,1st May 2018,30th Jun 2018,https://uun.io,Hong Kong,
Platform,,zipper,3.2,"Zipper is an Ethereum based mobile platform which brings blockchain based services to our smartphones in one seamless and user-controlled experience. At first, Zipper provides everyday smartphone users an easy and safe way to manage their identity and private keys. This makes it possible for anyone to access blockchain based services out-of-the-box in an easy and intuitive way - just like Apple’s services on iOS today - while being in full control of their identity, transactions and data. Zipper works in an isolated compartment in Android and Sailfish OS smartphones, making Zipper and its wallet secure while still easily accessible.",ZIPT,30th Nov 2017,4th Jan 2018,https://zipperglobal.com,Hong Kong,
Investment,,advanced miners,,"The mining market is in hands of several large companies. Advanced Miners is here to change the situation and provide you the most up-to-date ASIC mining-stations and electricity at 3-4 cents per kilowatt. In 2016 we’ve created the first mining farm in North China, and now we launch new online-platform which would allow online-mining to any person. Our new ASIC generates 28 Th which is twice as large as S9 offers at the same price and practically the same power consumption. Only Advanced Miners investors will have the possibility to use its capacities. Our mission is to make bitcoin more decentralised with more new pools and various mining hardware.",ACM,15th May 2018,15th Jul 2018,https://advancedminers.io,Hong Kong,
Cryptocurrency,,buron,,"We are creating next generation software for cryptocurrency mining. Simple remote control and monitor your GPU or ASIC miners. Analytics for all possible indicators, pool and third services data aggregation, lightweight ETH miner and solutions for mining hotels.",BURC,21st Dec 2017,21st Dec 2018,https://buron.io,Hong Kong,
Smart Contract,,contractnet,2.661505,"ContractNet is optimized for lower memory devices. These external devices will interface directly with the ContractNet network, or with oracles acting as intermediaries between the devices and the blockchain, to securely exchange data with smart contracts on the blockchain. It provides entrepreneurs with a platform to host their businesses, using our proprietary blockchain and smart contract technology and using the CNET coin as the medium of exchange.",CNET,10th Mar 2018,20th Mar 2018,https://contractnet.com,Hong Kong,
Big Data,,cytecoin,,"CyteCoin - a crypto-currency that builds the underlining infrastructure layer of AR/VR/360 advertising ecosystem. Through the tokenization, content producers, event organizers, KOLs, sponsors, advertisers, merchants, and audiences can now be promoting and transacting their products and services by a unit of CyteCoin. This decentralization model will also be accelerating the adoption of AR/VR/360 content consumption making CyteCoin the most powerful and widely accepted crypto-currency in the digital advertising space.",CTC,16th Jun 2018,31st Aug 2018,https://www.cytecoin.io,Hong Kong,
Investment,,equitybase,5.831278,"Equitybase is a end-to-end securities token ecosystem for project assessment, credit valuation, liquidity event entirely on the blockchain. equitybase allows issuers to offer asset backed investment opportunity directly to investors worldwide.",BASE,14th Mar 2018,1st May 2018,https://equitybase.co,Hong Kong,
Communication,,fixy network,0.48035,"Fixy Network makes it possible for people to use cryptocurrency in their day to day life. The Network will include a decentralized marketplace and a decentralized OTC exchange. We provide Fixy Gift Card, which is going to be available in every corner store and be sold in FIAT easy access.",FIXY NETWORK / FXY,16th May 2018,31st May 2018,https://www.fixyapp.io,Hong Kong,
Platform,,homni,,"Homni is a new decentralized messenger using Blockchain Technology aimed at providing communication security with the ability to commercialize personal content while maintaining complete anonymity. To use Homni, one does not need to provide any personal information - neither a phone number, nor an email address. The messenger system allows one to remain completely anonymous, with no disclosure of information regarding the identity of the user or the recipient of messages; therefore, any disclosure of identities or content is impossible, meaning that users are safe from all backlash related to their conversations on Homni.",HOMNI,26th Nov 2017,26th Dec 2017,https://www.homni-tech.com,Hong Kong,
Health,,kynson,5,"Kynson ecosystem integrates blockchain technology for providing robust functionalities to fitness, health and outdoor sports enthusiasts, with significant gamification components for making active lifestyle more interesting and rewarding.",KYN,1st Dec 2018,1st Feb 2019,http://kynson.io,Hong Kong,
Cryptocurrency,,medcash,,"MedXchange is the first blockchain-based system for the $340 Billion global medical supplies industry, which will grow to $435 Billion in 2020. MedXchange will allow the suppliers (“Sell-side Users”) of medical supplies to directly and securely transact with patients and end customers (“Buy-side Users”), reducing delivered medical supply costs globally and making it more affordable for patients and end users, while at the same time improving margins for beleaguered medical device manufacturers. This will improve quality of life and save lives, while enhancing the long term viability and innovative vibrancy of medical supply companies. Transactions on the MedXchange system will exclusively be facilitated by our MedCash (MEDCASH) token.",MEDCASH,1st Apr 2018,31st May 2018,https://www.medxchange.io,Hong Kong,
Platform,,nitro,2.702293,A global platform that empowers anyone to partake in the video-games economy. First blockchain-based open economy in the world to be backed by a publicly traded company – Australian Securities Exchange listed iCandy Interactive Limited (ASX: ICI). Supported by game industry veterans and venture investment professionals.,NOX,30th Nov 2017,26th Dec 2017,https://www.nitro.live,Hong Kong,
Platform,,project zephyr,1.37,"Bitspark is launching Project Zephyr to eliminate banks from the remittance industry by rolling out 180+ fiat pegged cryptocurrencies via the Bitshares Blockchain and making Bitspark’s Money Transfer Operators a decentralised cash in, cash out network worldwide. Zephyr Tokens will be used to reward those who economically benefit Bitspark’s remittance network and 25% of fees from successful transactions will be used to buy back tokens from the Zephyr market.",ZEPH,6th Oct 2017,6th Nov 2017,https://zephyr.bitspark.io/#,Hong Kong,
Tourism,,tio tour guides,0.103261,"Creating a social platform for people to find tours that meet their personal preferences or create a special tour themselves and pay for services using Tio tokens, either directly or via our Escrow Service. A place for tourist, tour guides and tour operators to interconnect.",TIO,29th Aug 2017,25th Sep 2017,https://tiotourguides.com,Hong Kong,
Platform,,vrexplosion,,World’s First Decentralized Platform Joining Virtual Reality and Neurocomputer Interface with Blockchain Technology.,VRE,15th Nov 2018,15th Jan 2019,https://vrexplosion.pro,Hong Kong,
Platform,,xfermoney,,"Xfermoney is founded in May 2017 by a small group of like-minded individuals who have been fans of blockchain for years and carry vast experience in the forex and payments industry. XferMoney is a secure, transparent peer-to-peer (P2P) foreign currency exchange platform built on blockchain to enable instant, reliable international money transfers. Platform is designed to disrupt and replace the traditional way of money transfers by connecting participants directly to exchange money and cut down the middleman, banks or brokers plus costs associated with them.",XFM,16th Feb 2018,31st Mar 2018,https://xfermoney.io,Hong Kong,
Business services,,xmp,,"X Motion Pictures is a decentralized platform that runs XMP, a global filmmaking currency. XMP users including filmmakers, investors, studios and corporations will access utilities within the XMP member’s portal including smart contracts and instruments for accounting, finance administration, marketing and communication required to streamline the operations of the film business. XMP will use the Ethereum blockchain technology to create smart contract templates and to facilitate payroll, film distributions, film investments, copyright arrangements and business plans. XMP users will also gain access to strategic alliance partners including lawyers, accountants, film crew and marketing agencies to expediate their film business transactions.",XMP,2nd Nov 2018,30th Nov 2018,https://www.xmotionpictures.io,Hong Kong,
Internet,,yuan developers coin,0.026,"The YDS is the ERC-20 token issued by the Hong kong Yuan Developer group Limited (hereinafter referred to as Yuan Developer). It is based on the Internet + real estate research and development of a virtual currency, for anyone in the world to provide real-time, nearly zero of the cost of payment. YDS will circulate in the real estate industry at home and abroad. And Yuan Developer will cooperate with developers in Philippines, Thailand, Vietnam and Malaysia to use YDS to buy properties in the Yuan Developer to enjoy a real estate price discount, which is cheaper than directly buying 20%~30% directly through real estate developers, this really benefits buyers. We will also purchase land, build resorts, hotels, corporate buildings, and 6-star tourist and medical residences in various places, and place contracted businesses in all the facilities of the Yuan Developer to form a new type of business circle.",YDS,2nd Jul 2018,2nd Aug 2018,http://yds.city,Hong Kong,
Energy,,krops,,"Krops has ambitious goals for its platform. The platform wants to do more than just connect farmers with sellers. The platform wants to help solve the global food crisis. The Krops website explains that agricultural supply is struggling to keep up with demand. Meanwhile, farmers around the world are suffering from inefficient production techniques and inefficient trading. Krops wants to solve that problem by connecting farmers directly to customers. KropsCoins are now available through a pre-sale, which is scheduled for December 15, 2017 to February 15, 2018. A general ICO will then take place from March 1 until April 30, 2018.",KRO,15th Dec 2017,14th May 2018,https://www.mykrops.com,Hong Kong,
Communication,,onz coin,1.53306,"The ONZ team strongly believes that the social interactions are a fundamental human need. These days, we face a crisis of separation arising from differing ideals in politics and ideology. When people turn against each other, it can lead to distrust and loneliness. The ONZ team believes that with the right technology, we can potentially help solve this problem.",ONZ,5th Feb 2018,4th Mar 2018,https://www.onzcoin.com,Hong Kong,
Casino & Gambling,,playcoin,33,The Game Platform Based on Blockchain Technology. PlayCoin was established to innovate the structures of monopolized gaming and digital marketing industry. Reward-based media contents platform and social-based game platform are provided by being linked with blockchain technology.,PLY,15th Feb 2018,24th Mar 2018,https://playcoin.game,Hong Kong,
Platform,,sintez,,"Our mission is the synthesis of platform and ecosystem of projects around it. Our project is a unique solution that includes 2 key know-how: - Smart Investing allows to flexibly and accurately identify the needs of the investor and most effectively implement without having to choose the strategies and managers yourself! It also will be interested for traders (private, management companies, funds, banks) to attract capital to management. Smart Investing implies the creation of a market for professional management services. - The digital currency, which is completely decentralized and, by virtue of its technology, always remains as stable and liquid as possible. Another components of Platform: Exchange, Marketplace, Enterprise Integration We create ecosystem with full stack of financial services",SINT,17th Mar 2018,17th Apr 2018,https://sintez.global,Hong Kong,
Business services,,eosex,1.886891,"EOSex leverages the power of the EOS platform to create a unique business model, which shares 100% of exchange profits with EXP token-holders, thereby creating a truly fair, open, and community-based exchange that is owned by all token-holders. In addition to the trading of cryptocurrencies, EOSex will also offer trading in CFDs, as well as on-chain token trading - thereby satisfying the needs of all types of investors. The founding team was an early adopter of the EOS platform, having already worked on a number of successful EOS-based projects. Thus, the team was able to clearly see early on the strong potential of the EOS platform and of the EOS community and moved to establish the EOSex.com website to begin building a platform that could capitalize on the coming explosive wave in digital asset trading on the EOS platform.",EXP Token,15th Oct 2018,30th Nov 2018,https://eosex.com,Hong Kong,
Platform,,faxport,,"Faxport is a blockchain-based sports business service platform. Faxport will utilise naturally decentralised and unalterable distributed ledger technology to increase security and mutual trust levels, whilst also reducing abuse and establish a trust system for the global sports industry. Thereby, we provide a platform for participants with a user experience based on trust and security.",FAS,25th Apr 2018,10th Jun 2018,https://faxport.io,Hong Kong,
Entertainment,,mtcash,,"MTGamer builds a decentralized platform with Blockchain technology and creates a multibillion ecosystem: Create decentralized Player Passport by blockchain technology. Establish a transparent and reliable Social Network where executes rules of interaction and transaction by Smart Contract. Form a secured eSports Database to store the data of players, tournaments, and transactions. Organise licensed eSports tournaments to generate and collect the data of eSports. Develop MTChain, a system with efficient performance by adopting an effective development framework at application layer, to conduct transaction with high speed, low cost, and strong security. Raise the users and rich the system by compensating token to all parties contributed the decentralized platform.",MTC Token.,16th Apr 2018,30th Apr 2018,https://mt.cash,Hong Kong,
Platform,,real property token,0.8,We are offering a token that can be used on our Peer to Peer Real Estate platform and used to participate in property projects that our token holder community upload to the platform. We also plan to use roadshows and workshops to build our brand through education. There are hundreds of fiat Peer to Peer platforms that can all benefit by adopting our token for their payments and smart contracts for security.,RPT,11th Dec 2017,10th Jan 2018,https://www.rptoken.io,Hong Kong,
Banking,,vicecoin,5,"Even the most passive digital enthusiast can’t help but be amazed by the system built around this sensational coin! This remarkable Crypto Currency can be used for both offline and online payments, performing in similar fashion to a prepaid credit card. The only notable difference being, the card doesn’t hold any actual Fiat currency value, but instead the soon to be coveted ViceCoin value. When transactions are made, the payments made with these digital beauties will go through a ViceCoin payment network which will then automatically switch the ViceCoin for the fiat value it holds through the ViceCoin itself. Simple as it is genius! Now these so-called “vices” that users will be using ViceCoins for might be viewed by some to be a bit morally misguided, but the fact is this - we spend an enormous amount of our money on our hedonistic needs and that number will only get bigger as more and more people move up the economic status chain.",VCE,30th May 2018,23rd Jun 2018,https://vicecoin.com,Hong Kong,
Big Data,,crowdif,,"CrowdIF is a path-breaking, first-of-its-kind cryptocurrency trading platfrom which is capable of harnessing the power of the Collective Intelligence of the Crowd and includes it in a major way in its crypto-trading strategy. CrowdIF is the only crypto trading platform which is capable of objectively gathering something as abstract as market sentiment and quantify it. We call this quantified market sentiment - The SentimentScore. This is our secret rocket fuel.",CIF,15th Jun 2018,6th Jul 2018,https://www.crowdif.com,Hong Kong,
Cryptocurrency,,digital gold,,"Digital Gold is the world's first cryptocurrency to realize a secure remittance settlement system through its own blockchain technology based on resource development such as gold. Digital Gold aims to penetrate worldwide as a standard of international virtual currency while revitalizing existing economic system. Many people recognize the new value created by every individual and every company, and we continually develop and build an environment that can trade with confidence.",DG,21st May 2018,30th Sep 2018,https://www.digitalgold-laboratory.com/index.html,Hong Kong,
Business services,,mondo,0.013792,"Find any contacts, freelancers all around the world. Open rating system.",MND,17th Nov 2017,31st Dec 2017,https://mondo.one,Hong Kong,
Business services,,red pulse,15,"China’s economy is already the 2nd largest in the world in terms of nominal GDP, and 1st in terms of purchasing power parity (PPP). However, as a market for investment and industry participation, it remains incredibly difficult to understand. This disconnect presents a huge opportunity to platforms and services that can bridge this informational gap. The problem is made all the more challenging to solve by several critical circumstances.",PHX,8th Oct 2017,8th Oct 2017,https://coin.red-pulse.com,Hong Kong,
Artificial Intelligence,,yudi,,"Multi-Crypto Auto Trading System by Deep Learning Make profits while sleeping with Yudi deep learning arbitrage trading platform. Up to 30% profit per month, daily paid in BTC with a minimum requirement investment. We work every day to make the system more efficient by utilizing Deep Learning technology. Our arbitrage platform uses Deep Learning technology that triggers an average of 1000+ arbitrage opportunities monthly. All arbitrage trades will be traded automatically by our platform. No more stress observing the price movements for long hours. When an arbitrage situation arises, our platform will trigger and do the rest to make a profit for you. Your daily profit statement will be sent to your account trading upon completion on a daily basis.",XYD,1st Aug 2018,31st Aug 2018,https://yudi.io,Hong Kong,
Cryptocurrency,,capdax,10.926694,"Capdax is a cryptocurrency exchange for beginner and professional traders alike. A simplified “easy mode” interface allows for an easy to understand introduction, while experienced traders will find a full suite of powerful tools and lightning fast trade execution speeds. Featured copy-trading allows traders to seamlessly follow the portfolios of others.",XCD,17th Feb 2018,17th Mar 2018,https://capdax.com,Hong Kong,
Banking,,coindaq,,"COINDAQ “CDAQ” brings transparency, regulation and security to digital currency and assets through; proof of identity, company profiles, corporate announcements and simple reporting obligations. The CDAQ is an international blockchain based indice which covers multiple asset classes, including equities, derivatives, debt, commodities, structured products, utility tokens and exchange-traded funds.",CDQ,12th Feb 2018,24th Apr 2018,https://www.coindaq.co,Hong Kong,
Platform,,cryptoisbn,,"Crypto‐ISBN is a 20 Digit Number also called as “Crypto International Standard Block Number” for identifying title ownership of digital and print media rights through smart contract using block chain technology. This includes identifying title ownership of digitalmedia encoded in machine readable format using distributed ledger system or Print media title ownership using block chain technology.""",ISB,1st Dec 2017,10th Feb 2018,https://www.cryptoisbn.com/c,Hong Kong,
Business services,,iquant chain,,"IQT is a Smart Contract Token created by IquantChain, the world's first quantitive automatically trading platform. It is based on Ethereum platform. IQT is not only listed on the exchange, but also the only available currency on out IquantChain Platform. Once you get our IQT Token, you can choose to sell on the exchange, you can also invest on out platform to earn money.",IQT,25th Sep 2017,25th Nov 2017,http://www.5iquant.org,Hong Kong,
Platform,,mining seconds,,"The concept can be universally applied to all utilities as time has always been the common denominator of all forms of return. After a selection process, we chose the traditional gold mining business as the first application of MSEC, mirroring the mining contract of mining pools for cryptocurrencies. The particular mining project is chosen based on, inter alia, its comparatively low risk nature.",MSEC,30th Jun 2018,30th Jun 2018,https://www.minesec.io,Hong Kong,
Communication,,rom,,"ROM is a decentralized data communication hybrid service that produces more values by using a user’s idle communication resource through a multi-platform that combines IPTV, communication, and game services.",ROM,23rd Aug 2018,13th Sep 2018,http://romchain.io,Hong Kong,
Artificial Intelligence,,delta,,"Delta - new semantic platform for business and IoT, where entered high level math methods from Sobolev Institute of Mathematics and new blockchain technology. Verified semantic contracts, fast transactions, blockchains constructor and own cryptocurrencies.",DELTA,1st Sep 2018,1st Jan 2019,http://delta.money,Hong Kong,
Platform,,flying money,,"Flying Money provides currencies, equities, commodities and other financial assets and instruments as standard ERC-20 tokens on the Ethereum blockchain. Our digital tokens will be traded on global digital exchanges and backed 100% by an equivalent asset, held in an independent trust to protect customers and audited by one of the world’s leading accounting firms.",FML,30th Mar 2018,30th Apr 2018,http://www.flyingmoney.io,Hong Kong,
Platform,,unolabo,0.737773,"Provides opportunities to get demand for skills and encourage professional growth of specialists on the freelance market. UNLB - utility token provides a convenient payment system and P2P payments between freelancers and customers of the platform. Due to a combination of factors: increase of user’s number, increase in number of deals and the frequency of transactions between users on the platform, the growth of the average check for transactions on the platform.",UNLB,25th Jan 2018,30th Apr 2018,http://ico.unolabo.io,Hong Kong,
Cryptocurrency,,tibrix,,"Creating new, stable and scalable solutions by combining and integrating High-Frequency Trading principles with Blockchain technology. TIBRIX allows participants to exchange cryptocurrencies or exchange anything of value with Smart Contracts.",TBRX,28th Aug 2018,19th Sep 2018,https://www.tibrix.io,Hong Kong,
